primary,keywords,snippet,station,NationalNetwork,month,date,start_time,end_time,program_title,MarketName
Alaska Native,Alaska Native,"… since day one, and we will continue to oppose these grievous instances of federal overreach through the courts."" there were also a mix of reactions on the impact of the ruling from local leaders... in a news conference this morning 6 leaders from the tan-a-na chiefs conference and native village of evansville.... and celebrated the decision impacting n-p-r-a oil and gas leases... and potential ambler road mining... saying it protects their culture and land. while those who opposed the plan were from a non-profit made up of north slope native leaders... saying the potential loss of revenue will hurt their alaska native way of life. -- brian ridley: ""our fish, caribou, moose, and lands are all hurting. and this road would have negatively impacted all of them."" nagruk harcharek / voice of the arctic iupiat president: ""provide families with income that they can either spend at the store or on equipment like snowmobiles, and boats and guns and things that they require to subsist, which have enhanced our way of life and a lot of ways."" fight saying they also plan to fight the ruling alongside the governor. but those environmentalists and conservationists saying that they see the new plan as a …",KTUU,NBC,Apr,2024-04-19,22:00:00,22:35:00,News at 10,"Anchorage, AK"
Alaska Native,Alaska Native,"… times. we have a lot of rain and, you know, we see which is a former fox showing more because a lot of rain mike mcintyre's from bethel and is here, showcasing a lot of his artwork. the artic encounters on only a place to show his art but also where issues breaking some communities can be brought up where he's from. fishing is important there to chum the king 7 populations are crashing and there's there's a lot of stuff that that a tributes to to to that issue on that problem. logan, rick is a part of the alaska native studies program at ua in his attending his article encounter symposium for him subsistence was a hot topic slots, one of the biggest things for me here. you know, access to sam and making sure some are healthy and returning. and so i would really like to hear more i'm not the article counter symposium will continue over the next few days in start your alaska this year's are ticking counter symposium will come to an end with a trip above the arctic circle on saturday scientists politicians and foreign ambassadors plan to visit a chaotic the northernmost community in …",KJUD,ABC,Apr,2024-04-10,22:00:00,22:35:00,ABC Alaska News at 10,"Juneau, AK"
Alaska Native,Alaska Native,"… cc and celestine is something you might want to consider when booking your next flight alaska airlines has just been named the best airline of 2024, according to a new study from while and have it considered tons of factors including air travel experience ... safety delays baggage issues 1: work is underway to improve the brotherhood bridge trail in june. it will began today. the plan is to reconstruct the northern portion of the well used trailing juneau between 19 creek in riverbend trail had a pedestrian bridge will also be replaced ... stretch of the brotherhood are now closed until the fall when work is expected to opposition the alaskan command and 11 air force visited the scanning beam community in ketchikan and then back with indian association institute in june ... . the idea was to learn more about alaska native priorities . the officer spoke with alaska native leaders tribal members, educators in honor of the government to government relationship with try going out the training to bring cleaning ... city public works at reminding residents that they can drop off at the 10 yard to residential trash ... each year at baylor facility for ... she didn't know it record store day tomorrow. yes, people still buy nine records and tomato ... will be learning about the doors of the profession record for what happened on record well people can get special deals and exclusive record store day items ... you have flags on everything she can …",KYUR,ABC,Apr,2024-04-19,22:00:00,22:35:00,ABC Alaska News at 10,"Anchorage, AK"
Alaska Native,Alaska Native,"… a new study from while and have it considered tons of factors including air travel experience ... safety delays baggage issues 1: and a quick price. the decision was made even though there were some top moments for alaska airlines. this year, including batman air blowout in january. also making while at half five ... work is unde rwjuayne t. o itim wprilovl began today. the plan is to reconstruct the northern portion of the well used trailing juneau between 19 creek in riverbend trail had a pedestrian bridge will also be replaced ... stretch of the brotherhood are now closed until the fall when work is expected to opposition the alaskan command and 11 air force visited the scanning beam community in ketchikan and then back with indian association institute in june ... . the idea was to learn more about alaska native priorities . the officer spoke with alaska native leaders tribal members, educators in honor of the government to government relationship with try going out the training to bring cleaning ... city public works at reminding residents that they can drop off at the 10 yard to residential trash ... each year at baylor facility for free ... that he will accept everything from household furniture to car batteries. fairbanks, containment for the annual storm during our current had ... the idea is to transform storm drains into pieces of art that not only beautify the also highlight ... the importance of keeping drains investment ideas and coming team …",KTBY,FOX,Apr,2024-04-19,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native,"… and have it considered tons of factors including air travel experience ... safety delays baggage issues 1: and a quick price. the decision was made even though there were some top moments for alaska airlines. this year, including batman air blowout in january. also making while at half five ... work is underway to improve the brotherhood bridge trail in june. it will began today. the plan is to reconstruct the northern portion of the well used trailing juneau between 19 creek in riverbend trail had a pedestrian bridge will also be replaced ... stretch of the brotherhood are now closed until the fall when work is expected to opposition the alaskan command and 11 air force visited the scanning beam community in ketchikan and then back with indian association institute in june ... . the idea was to learn more about alaska native priorities . the officer spoke with alaska native leaders tribal members, educators in honor of the government to government relationship with try going out the training to bring cleaning ... city public works at reminding residents that they can drop off at the 10 yard to residential trash ... each year at baylor facility for free ... that he will accept everything from household furniture to car batteries. fairbanks, containment for the annual storm during our current had ... the idea is to transform storm drains into pieces of art that not only beautify the also highlight ... the importance of keeping drains investment ideas and coming team …",KTBY,FOX,Apr,2024-04-19,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native,"… of third-degree assault and driving while intoxicated. courtview lists brodigan's arraignment hearing at 2:30 monday afternoon in palmer. people from more than 100 tribes and villages --- were in downtown anchorage today --- during a meeting with the northern pacific fishery management council talking about ways to help stop declining fish populations. georgina fernandez was there where she was listening to concerns and a variety of perspectives on the possibility of federally-backed bycatch oh return. many testifiers sat's meeting shared their concerns about salmon being caught as by catch in the commercial fishing industry, they say, has been impacting their alaska native culture, help and sustainability . my concern at the numbers of salmon returning at some point are gonna be dropping down so low that the you know the spawn and the pe, uh, fish spawning. there were we're gonna be out of fish pretty quick, and it's gonna take a number of years. once the salmon do return. it's gonna take a number of years before the numbers are back up workers and leaders in the commercial fishing and fishery industries also testified to the pf mc about the possibility of federally backed by catch rules in the future certainly …",KTUU,NBC,Apr,2024-04-06,22:00:00,22:29:00,News at 10,"Anchorage, AK"
Alaska Native,Alaska Native,"… are in canada to discuss a proposed plastics treaty ... to learn more information on how chemicals and plastic think you can ... always say wish i got your alaska link anchorage ... while work is being done on a new grocery store and delta junction that's where we'll begin today's trip around three bears alaska is now in delta junction. according to the retail chain has begun work on this new thousand square for grocery stores inside of the former buffaloes for the entire ... when it's completed in a store in downtown was the three bears retail outlets alaska native veterans are being raised ... breastmilk, meaning exemption ... effective january the new ... eligibility native veterans no longer have to make a payment for healthcare ... will have more information handling to apply on your alaska link delegation from what the school spent the weekend back at barrel ... handed the alaska incident student government bring concrete ... and the and oliver the state fire and rescue is looking for people to sponsor a break or lines. whatever firefighter winds ... currently firefighter certification training without contemplation ... clouds runs through june in girdwood look like the early bird …",KYUR,ABC,Apr,2024-04-22,22:00:00,22:35:00,ABC Alaska News at 10,"Anchorage, AK"
Alaska Native,Alaska Native,"… above freezing, so a lot of the snow that will be falling will likely be melting on contact, not necessarily into the valleys , but more so for anchorage high up to 40 degrees and gird with 37 remind people too, that they can and remember that you can always check up on the forecast whenever you'd like, too -- with real-time updates from the weather team here at alaska's weather source. download the alaska's news source weather app from app stores everywhere. students from the northwest arctic borough are learning about stem -- during a special week of the alaska native science and engineering program at uaa. 21 middle school students from communities across that borough are in anchorage, learning how to build computers from scratch. this is all part of the middle school academy, a science, tech, engineering and math education and careers for students from across alaska -- to come to anchorage... stay on the u-a-a campus... and learn through hands-on activities. anthony yannarella: ""we have kids that remain curious in the sciences and that they continue to seek out knowledge and that they do push themselves to either stay in the computer engineering fields, engineering fields but find …",KTUU,NBC,Apr,2024-04-10,22:00:00,22:35:00,News at 10,"Anchorage, AK"
Alaska Native,Alaska Native,"… diagnosis, getting screened, are we getting later staged cancer diagnosis in these groups? hispanic women have higher rates of cervical cancer and cervical cancer deaths than non-white hispanic women."" dr. roy says these trends continue into mental health, prenatal care and other health diseases that are more prominent in certain ethnic groups. but there are also growing concerns when speaking to medical professionals. a poll by kff found that 55% of black respondents said they feel like they must be very careful about their appearance to be treated fairly at medical visits. that's similar to the rate for hispanic and alaska native patients. ""there have been some pretty famous examples of where symptoms are minimized by healthcare providers or not given the degree of concern as potentially other non-minorities would be potentially be provided with. there's a degree of cultural competency and awareness that needs to be there on the provider's side."" dr. roy says it's also important for patients to advocate for themselves, stay educated on their health and be aware of symptoms. he suggests bringing a family member or friend to appointments, writing down questions you have for the if you don't understand what the doctor is saying. ""in this …",WVIR,NBC,Apr,2024-04-22,23:00:00,23:35:00,NBC29 News at 11PM,"Charlottesville, VA"
Alaska Native,Alaska Native,"… given you. so this last game just trying to make sure that i play a very game, make sure that i'm making the right plays here. big gophers hoops news point guard elijah hawkins is entering the transfer portal. two weeks ago he said he will be staying with the gophers next season but money talks hawkins averaged nine and a half points a game last season and led the big in assists to the w lakes first round draft pick a less appealing was greeted with the tribal ceremony at target center this afternoon. paley is of samoan and alaska native descent community members are new lynx fam and even lieutenant governor peggy flanagan came to welcome paley paley is ready to get to work. >> it means a lot. i think you know somewhere that has a rich basketball an honor to be a part of and to kind of carry that [ cheers and applause ] >> tariq: from studio 6b in rockefeller center in the heart of new york city, it's ""the tonight show starring jimmy fallon.""",KARE,NBC,Apr,2024-04-22,22:00:00,22:35:00,KARE 11 News at 10,"Minneapolis, MN"
Alaska Native,Alaska Native,"… anchorage today during a meeting with the northern pacific fishery management council talking about ways to help stop declining fish populations, georgina fernandez was there where she was listening to concerns in a variety of perspectives on the possibility of federally backed bycatch rules on the horizon 103, tessa fires were at the conference and downtown encouraged survey sharing with the northern pacific fishery management council they're ongoing struggle the low salmon were turn money tessa fires at saturday's meeting shared their concerns about salmon being caught as bycatch in the commercial fishing industry. they say has been impacting their alaska native culture hope and sustain the bill the my concern at the numbers of salmon return at some point are going to be dropping down so low that you know this pond as pete fish spond word we're going to be artificial pretty kirk it is going to take a number years once the salmon do return, it's going to take a number of years before the numbers are back up workers and leaders in the commercial fishing and fishery industries also testified to the nypd fmc about the possibility of federally backed bycatch rules in the future certainly can understand …",KATH,NBC,Apr,2024-04-06,22:00:00,22:29:00,News at 10,"Juneau, AK"
Alaska Native,Alaska Native,"… we have a lot of rain and ... the receipt ... with you by showing more ... of a lot of rain ... mike mcintyre is from bethel and is here showcasing a lot of his artwork the arctic encounters and only a place to show his art ... but also issues breaking some communities can be brought up ... where he's from fishing's important ... there are some routing seven ... solutions are crushing. there's ... there's a lot of stuff that ... that attributes ... that ... issue in the problem ... logan because a part of the alaska native studies program at uaa ... and is attending his first arctic encounter symposium for him, subsistence was a hot topic ... about one of the biggest things for me here ... access to sam and making sure the ... and returning and so i would really like to ... hear more on my ... the arctic encounter symposium will continue over the next few days ... your alaska. this is arctic encounter symposium will attract of the arctic circle on saturday. scientists, politicians and foreign passengers the northernmost community in the us in your alaska links lashawn donaldson and well …",KYUR,ABC,Apr,2024-04-10,22:00:00,22:35:00,ABC Alaska News at 10,"Anchorage, AK"
Alaska Native,Alaska Native,"… we have a lot of rain and ... the receipt ... with you by showing more ... of a lot of rain ... mike mcintyre is from bethel and is here showcasing a lot of his artwork the arctic encounters and only a place to show his art ... but also issues breaking some communities can be brought up ... where he's from fishing's important ... there are some routing seven ... solutions are crushing. there's ... there's a lot of stuff that ... that attributes ... that ... issue in the problem ... logan because a part of the alaska native studies program at uaa ... and is attending his first arctic encounter symposium for him, subsistence was a hot topic ... about one of the biggest things for me here ... access to sam and making sure the ... and returning and so i would really like to ... hear more on my ... the arctic encounter symposium will continue over the next few days ... your alaska. this is arctic encounter symposium will attract of the arctic circle on saturday. scientists, politicians and foreign passengers the northernmost community in the us in your alaska links lashawn donaldson and well …",KTBY,FOX,Apr,2024-04-10,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native,"… we have a lot of rain and ... the receipt ... with you by showing more ... of a lot of rain ... mike mcintyre is from bethel and is here showcasing a lot of his artwork the arctic encounters and only a place to show his art ... but also issues breaking some communities can be brought up ... where he's from fishing's important ... there are some routing seven ... solutions are crushing. there's ... there's a lot of stuff that ... that attributes ... that ... issue in the problem ... logan because a part of the alaska native studies program at uaa ... and is attending his first arctic encounter symposium for him, subsistence was a hot topic ... about one of the biggest things for me here ... access to sam and making sure the ... and returning and so i would really like to ... hear more on my ... the arctic encounter symposium will continue over the next few days ... your alaska. this is arctic encounter symposium will attract of the arctic circle on saturday. scientists, politicians and foreign passengers the northernmost community in the us in your alaska links lashawn donaldson and well …",KTBY,FOX,Apr,2024-04-10,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native,"this is all your alaska link start right now ... that highlight athletic alaska native traditions ... right now in anchorage ... . your alaska link in stuart take can hear is me youth the native youth olympics has participants in the fence like the stick for the seal in the scissor brought just about 500 students from all across the state are here to anticipated and show off their skills ... does the anderson of the mount edgecomb braves ... always it's a bit nervous but she's ready nonetheless ... . this is nice and i i'm pretty now ... and thousand and ... the major involvement has deepened her connection with alaska native cultures since she started participating ... spot is fine ... is the went on to win third ... in the scissor brought to ... the vancouver jackson got first place in the scissor broad jump but the distance of 34'11"" and is first-ever native youth ... had an accident myself to get american identity management of all you got was on my side and in ... i like ... richard to jordan it's more than just the competition ... and ... the native youth olympics will continue till saturday the 27th ... first apartment all the house have been debating …",KTBY,FOX,Apr,2024-04-26,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native,"… think ... the songs for the sky and just do things on ... . there's a lot of work that goes into ... making it look easy ... a new way to hear harry potter seven book series getting new life from autumn which will create audio recordings of the books that was just one person reading, but with the cost of over 100 performers and a new score ... of full immersive audio experience ... in comedy legend carol burnett with a birthday today. she is this is all your alaska link start right now ... that highlight athletic alaska native traditions ... right now in anchorage ... . your alaska link in stuart take can hear is me youth the native youth olympics has participants in the fence like the stick for the seal in the scissor brought just about 500 students from all across the state are hereo and thousand and ... the major involvement has deepened her connection with alaska native cultures since she started participating ... spot is fine ... is the went on to win third ... in the scissor brought to ... the vancouver jackson got first place in the scissor broad jump but the distance of 34'11"" and is first-ever native youth ... had an accident myself to get american identity management of all you got was on my side and in ... i like ... richard to jordan it's more than just the competition ... and ... the native youth olympics will continue till saturday the 27th ... first apartment all the house have been debating …",KTBY,FOX,Apr,2024-04-26,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native; Indigenous; Native American,"tonight at ten -- the national native american boarding school healing coalition -- is in anchorage working on a special project. what it has to do with boarding school survivors... and what a polaris snowmachine test driver is saying in court after colliding with and killing 3 sled dogs. plus, an update from washington as the u-s supreme court hears arguments surrounding charges against capitol rioters -- and possible dismissal of those charges. spring in alaska is a highly varied thing! wintry over the west and sunshine to the good evening. underway right now, a new mission -- with new purpose. the national native american boarding school healing coalition is conducting interviews with survivors of indian boarding schools -- in hopes of helping survivors heal, but also recording their histories for the future. lex yelverton was at the alaska native heritage center today to speak with the director of the oral history project, and joins us with details. lex? beth, the national native american boarding school healing coalition is taking testimony from survivors across the united states. this week, interviews are being done at the alaska native heritage center -- as the group crafts a first-of-its-kind permanent oral history collection. alaska is just the second stop in a multi-region tour that spans the lower 48, as the coalition says it wants adequate representation throughout indian country. according to dr. samuel torres,the director of the oral history project, they have a group of caring indigenous people who aim to be a support system for those sharing their stories in anchorage. the initiative was also made possible by a grant from the department of the interior -- an effort that's a part of the federal boarding school initiative. torres believes it's important to have testimony to archive the experiences for generations to follow. to hold survivors in care and love. my grandfather, uh, was a boarding school survivor as well. and one big thing that he told me. and something that i've really kept with me my entire life. is in order to heal. we need …",KTUU,NBC,Apr,2024-04-16,22:00:00,22:35:00,News at 10,"Anchorage, AK"
Alaska Native,Alaska Native; Indigenous,"… says it wants adequate representation throughout indian country. according to dr. samuel torres,the director of the oral history project, they have a group of caring indigenous people who aim to be a support system for those sharing their stories in anchorage. the initiative was also made possible by a grant from the department of the interior -- an effort that's a part of the federal boarding school initiative. torres believes it's important to have testimony to archive the experiences for generations to follow. to hold survivors in care and love. my grandfather, uh, was a boarding school survivor as well. and one big thing that he told me. and something that i've really kept with me my entire life. is in order to heal. we need to know what the wound is. in order to actually know what healing looks that was benjamin jacuk , an indigenous researcher at the alaska native heritage center who says the center is working with the coalition to ensure elders in the community have the opportunity to share their stories in a safe way. he says some of the elders telling their stories have never shared them up until this project. and he and dr. torres both believe that relatives sharing also and so when we are here together when the tears flow, that's a part of our of our part torres says these stories are to be preserved and memoralized for generations to follow, but ultimately, they want to highlight that the negative boarding school …",KTUU,NBC,Apr,2024-04-16,22:00:00,22:35:00,News at 10,"Anchorage, AK"
Alaska Native,Alaska Native,"… opportunity to share their stories in a safe way. he says some of the elders telling their stories have never shared them up until this project. and he and dr. torres both believe that relatives sharing also and so when we are here together when the tears flow, that's a part of our of our part torres says these stories are to be preserved and memoralized for generations to follow, but ultimately, they want to highlight that the negative boarding school experiences so many had -- is something to never be repeated again. these interviews are being conducted at the alaska native heritage center throughout the week. you can learn how to join the project at alaska's news source.com. beth? an anchorage judge says it is unconstitutional to use public money to reimburse families... whose children are enrolled in the state's correspondence home school program... for religious and private school expenses. and now, juneau lawmakers are questioning the future of home school funding. in the capitol today, legislators shared differing opinions on how they believe school but maybe not pay for that bible study class. i think that's a good compromise. but i'm someone that believes that the tax dollar dollar should …",KTUU,NBC,Apr,2024-04-16,22:00:00,22:35:00,News at 10,"Anchorage, AK"
Alaska Native,Alaska Native,"… this week community leaders are in canada to discuss a proposed plastics treaty ... to learn more information on how chemicals and plastic think you can ... always say wish i got your alaska link anchorage ... while work is being done on a new grocery store and delta junction that's where we'll begin today's trip around three bears alaska is now in delta junction. according to the retail chain has begun work on thor grocery stores inside of the former buffaloes for the entire ... when it's completed in a store in downtown was the three bears retail outlets alaska native veterans are being raised ... breastmilk, meaning exemption ... effective january the new ... eligibility native veterans no longer have to make a payment for healthcare ... will have more information handling to apply on your alaska link delegation from what the school spent the weekend back at barrel ... handed the alaska incident student government bring concrete ... and the and oliver the state fire and rescue is looking for people to sponsor a break or lines. whatever firefighter winds ... currently firefighter certification training without contemplation ... clouds runs through june in girdwood look like the early ng …",KTBY,FOX,Apr,2024-04-22,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native,"… are in canada to discuss a proposed plastics treaty ... to learn more information on how chemicals and plastic think you can ... always say wish i got your alaska link anchorage ... while work is being done on a new grocery store and delta junction that's where we'll begin today's trip around three bears alaska is now in delta junction. according to the retail chain has begun work on this new thousand square for grocery stores inside of the former buffaloes for the entire ... when it's completed in a store in downtown was the three bears retail outlets alaska native veterans are being raised ... breastmilk, meaning exemption ... effective january the new ... eligibility native veterans no longer have to make a payment for healthcare ... will have more information handling to apply on your alaska link delegation from what the school spent the weekend back at barrel ... handed the alaska incident student government bring concrete ... and the and oliver the state fire and rescue is looking for people to sponsor a break or lines. whatever firefighter winds ... currently firefighter certification training without contemplation ... clouds runs through june in girdwood look like the early bird …",KTBY,FOX,Apr,2024-04-22,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
Alaska Native,Alaska Native,"deepened her connection with alaska native cultures since she started participating ... in the scissor brought to ... the vancouver jackson got first place in the scissor broad jump but the distance of 34'11"" and is first-ever native youth ... had an accident myself to get american identity management of all you got was on my side and in ... i like ... richard to jordan it's more than just the competition ... and ... the native youth olympics will continue till saturday the 27th ... first apartment all the house have been debating about the bar kids from using social media ... . according to …",KYUR,ABC,Apr,2024-04-26,22:00:00,22:35:00,ABC Alaska News at 10,"Anchorage, AK"
Alaska Native,Alaska Native; Indigenous,"… on to homer representative sarah vance's child sexual abuse material bill. the bill passing 33 to 6 also stating social media platforms must require a parent's written consent for someone under 16 to create a social media account. while most supported the bill.. some house minority members opposed it... with questions of its constitutionality and possible, unintended consequences. the bill also has a reimbursement for families of 100 dollars each year which could be used for parental control software. this now heads to the senate. a bill has now unanimously passed the senate with new department of public safety requirements. longtime golovin senator donald olson saying it was an honor to carry the bill...becuase the issue has plagued alaska native communities in the the state far too long... the bill would require the department of public safety to employ at least two people to investigate cases involving missing and murdered indigenous persons . additionally it would set up a nine person review commission in part tasked with reviewing unresolved cases involving missing and murdered indigenous persons. and it would also requires all law enforcement be culturally trained with an indigenous coordinator or agency. this evening we had a chance to speak with dr. charlene apok -- executive director of data for indigenous justice.... and kendra kloster, alaska native women's resource center - co-director of law and policy. about what this bill means for the alaska native population. -- ""but understand we need to address the violence that's happening. this is kind of, you know, it's really addressing what's already happened. we need to stop this from happening, we need to ensure that our kids our women, everybody is going to be safe. and so what are those prevention efforts that we can look at?"" // issue indigenous communities have been facing for hundreds of years. you know, we say it's a complex issue. but really, it's been rooted in colonization and contact. and that systemic violence, though, historical continues still today. right? it's a systemic form of violence that we're still facing today. so it's a huge issue historically and contemporarily."" in bill will be passed in the house and signed into law. they emphasized the importance of continuing through with accountability and making sure that the data is accurate and represents everyone that is impacted by injustice. jason tolstrup - the creator of the glenn highway …",KTUU,NBC,Apr,2024-04-26,22:00:00,22:35:00,News at 10,"Anchorage, AK"
Alaska Native,Alaska Native,"… right that poll thursday night how low a little breezy though maybe we want to remind people to that they can check up on your coverage jackie anything also it's weather related in the forecast. whenever they would like. so some of those are real time updates can be found from the weather team here at alaska's whether source on the alaska's whether source app. you can also download the alaska's news source news app is are both available in app stores everywhere. well, students from the northwest arctic borough. we're learning about step during a special week of the alaska native science and engineering program at the university of alaska anchorage so 21 middle school students from communities across that region are in a bridge and they're learning how to build computers from scratch. this is all part of the middle school academy from ands up which is a week-long program that promote science, tech, engineering and math education and careers for students from across the state, so they can come to encourage stay on you a's campus and learnt their hands-on activities we have kids that remain curious in the sciences and that they continue to seek out knowledge and …",KATH,NBC,Apr,2024-04-10,22:00:00,22:34:00,News at 10,"Juneau, AK"
Alaska Native,Alaska Native,this is all your alaska link okay start right now ... great where from all over the ... they are gathering right now for the ... 24 ... opening ceremonies for how the alaska airline center to kick off this year's games along with special cultural performance bearing straight school districts student media team live streamed all the action needed youth olympic games or a celebration alaska native traditions through saturday seven through 12th graders will be facing off in events like this fit their bride champ feel hot and the rest carry ... really cool staff to see in person if you get a chance will have more from the games for you tomorrow right here on your alaska link ... leaders within northwest ada center are in alaska this week learning about the disability . the center's director katie worden is little to her of our state. she and her team were in juneau earlier this week and now their and creates training relationships with community …,KYUR,ABC,Apr,2024-04-25,22:00:00,22:35:00,ABC Alaska News at 10,"Anchorage, AK"
Alaska Native,Alaska Native,"… low. i enrolled, and i'm saving money. if you're single and make less than $23,000 a year, or are a married couple making less than $31,000, you may qualify and save. even if you don't think you qualify, it pays to find out. go to ssa dot gov slash extrahelp. ws update tonight.. technical issues may be to blame for a helicopter crashing in alaska this week.. killing the two on board. pilots had just taken off with a vintage military plane in fairbanks.. when one pilot reported a fire on board. they were delivering heating oil to a remote alaska native village. they crashed trying to return to the fairbansk airport. the u-s supreme court heard its first tests of state abortion bans.. sine roe v. wade was removed. the specific case is idaho's.. which bans abortion except when a mother's life is at risk. supporters say this ensures the child can be delivered safely.. and prevents abortions. opponents say providers are now forced to make legal calculations instead of medical decisions. arizona's state house has voted to overturn an 1864 abortion ban.. one of the country's strictest anti- abortion laws. the near-total abortion ban from the civil war era which …",WSFA,NBC,Apr,2024-04-24,22:00:00,22:35:00,WSFA 12 News at 10,"Montgomery, AL"
Alaska Native,Alaska Native,this is all your alaska nk okay start right now ... great where from all over the ... they are gathering right now for the ... 24 . ening ceremonies for how the alaska airline center to kick off this year's games along with special cultural performance bearing straight school districts student media team ve streamed all the action needed youth olympic games or a celebration alaska native traditions through saturday seve graders will be facing off in events like this fit their bride champ feel hot and the rest carry ... real cool staff to see in person if you get a chance will haveore from the games for you tomorrow right here on your alaska link ... leaders within northwest ada center are in alaska this week learning about theisability . the center's director kae worden is little to her of our state. she and her team re in juneau earlier this week and now their and creates aining relationships with community leaders and local ornizations …,KATN,ABC,Apr,2024-04-25,22:00:00,22:35:00,ABC Alaska News at 10,"Fairbanks, AK"
Alaska Native,Alaska Native,"… supporters say the rule is long overdue, but opponents such as senators say some markowski and dan sullivan say biden administration is violating the multiple-use mandate for interior department lands and we anticipate that tomorrow millions more acres will be taken offline restricted prohibited for development within the national petroleum reserve the national petroleum reserve an area designated by the federal government decades ago for what for petroliam resources these administration actions of course significantly hurt my constituents because they'll depp drer mentally impact our jobs futures in our states economy no group of alaskans good harm or then the alaska native people by these actions but the damage to our national security will even be greater now, per the interior department the policy will allow government own properties to be least for restoration in a similar way that oil companies have been permitted to lease land for drilling. sullivan also says alaska is planning to sue over the decision look for details and developments on alaska's new source dot com note as well the amber road project is to be impacted by this. supporters say the project will provide jobs and resources to alaskans, as part of the effort store the …",KATH,NBC,Apr,2024-04-18,22:00:00,22:34:00,News at 10,"Juneau, AK"
Alaska Native,Alaska Native,"… symposium ... we have lot of rain and ... the receipt ... with you by showing more ... of a lot of rain ... mike mciyre is from bethel and is here showcasing a lot of his artwork the arctic encounters and only a place to show his ar... but also issues breaking some communities can be broug up ... where he's from fishing's important ... there are some routing seven ... solutions are crushing. there's ... there's a lot of stuff that ... that attributes ... that ... issue in the problem ... logan because a part of the alaska native studies program at uaa ... and is attending his first arctic encounter symposium for him, substence was a hot topic ... about one of the biggest things for me here ... access to sam and making sure e ... and returning and so i would really like to ... hear more on my ... the arctic encnter symposium will continue over the next few days ... your alaska. this is arctic encounter symposiuwill attract of the arctic circle on saturday. scientists politicians and foreign passengers the northernmost mmunity in the us in your alaska links lashawn donaldson d well will …",KATN,ABC,Apr,2024-04-10,22:00:00,22:35:00,ABC Alaska News at 10,"Fairbanks, AK"
Alaska Native,Alaska Native,"… and of course, price, the decision was made, even though there were some tough moments for alaska airlines this year including that midair blowout in january also making wallethub stop 5 skywest spirit, delta and united work is underway to improve the brotherhood bridge trail in juneau and that's where we'll began today's trip around alaska. the plan is to reconstruct the northern portion of this well used trail in juneau between montana creek in river road trailhead a pedestrian bridge will also be replaced a stretch of the brotherhood bridge trail and the bridge itself are now closed until the fall when work is expected to wrap up. officers from the alaskan command and 11 air force visited the catch can indian community in ketchikan and the douglas indian association institute in juneau. the idea was to learn more about alaska native priorities an interest the officer spoke with alaska native leaders tribal members and educators in honor of the government-to-government relationship with tribes people involved is planning to do some spring cleaning our in luck the city's public works is reminding residents they can drop off up to 10 yards of residential trash each year at the baylor facility for free. the facility will accept everything from how furniture to car batteries. meanwhile in fairbanks. you can sign up now for the annual storm drain art contest. the idea is to transform storm drains into pieces of art that not only beautified downtown but also highlight the importance of keeping …",KJUD,ABC,Apr,2024-04-19,22:00:00,22:35:00,ABC Alaska News at 10,"Juneau, AK"
Alaska Native,Alaska Native,"… new study from while and havet considered tons of factors including air travel experience ... safety delays baggage issues 1: and a quick ice. the decision was made even though there were some topoments for alaska airlines. this year, including batman air blowout in january. also making while at half five ... work is underway to improve the brotherhood bridge trail i june. it will began today. the plan is to reconstruct the northern portion of the well used trailing juneau between9 creek in riverbend trail had a pedestrian bridge will ao be replaced ... stretch of the brotherhood are now closed until the fall when work is expected to opposition the alaskan command and 11 air force visited t scanning beam community in ketchikan and then back with indian association institute in june ... . the ideaas to learn more about alaska native priorities . the officer spoke with alaska native leaders tribal mbers, educators in honor of the government to government relationship with try going out the training to bring cleang ... ty public works at reminding residents that they can drop off at the 10 yard to residential trash ... each year at baylor facility for free ... that he will accepeverything from household furniture to car batteries. fairbanks, containment for the annual storm during our current had ... the idea ito transform storm drains into pieces of art that not on beautify the also ghlight ... the importance of keeping drains investment ideas and coming team fairbanks storm …",KATN,ABC,Apr,2024-04-19,22:00:00,22:35:00,ABC Alaska News at 10,"Fairbanks, AK"
