article_id,date,outlet,outlet_type,journalist_id,topic,frame_type,tone,slant,breaking,visuals,length_words,clicks,shares,comments,engagement_index,high_engagement
a_00407,2025-10-15,The Wall Street Journal,legacy_mainstream,j_02_023,Health,Responsibility,-0.049,0.269,1,0,1079,421,73,24,4.9575,0
a_00408,2025-08-25,Vox,digital_explainer,j_11_008,Education,Economic Consequences,0.002,0.16,0,0,781,209,30,14,4.2454,0
a_00409,2026-01-09,AP News,wire_service,j_04_007,Economy,Human Interest,-0.223,-0.119,0,0,969,239,38,10,4.319,0
a_00410,2025-08-03,The Wall Street Journal,legacy_mainstream,j_02_018,Politics,Conflict,0.534,0.232,1,0,838,806,215,77,5.8306,1
a_00411,2025-08-31,BuzzFeed News,digital_viral,j_15_009,Politics,Conflict,-0.214,0.139,1,1,814,475,48,39,4.988,0
a_00412,2025-09-09,The Wall Street Journal,legacy_mainstream,j_02_028,Foreign Policy,Economic Consequences,0.433,-0.317,0,1,969,203,10,7,3.7943,0
a_00413,2025-09-18,Breitbart,partisan_right,j_13_024,Immigration,Morality,0.243,0.519,0,0,561,321,30,39,4.6552,0
a_00414,2025-08-23,Breitbart,partisan_right,j_13_012,Politics,Strategy/Game,0.154,0.741,0,0,834,899,144,61,5.7196,1
a_00415,2025-08-04,The Washington Post,legacy_mainstream,j_01_029,Politics,Episodic,0.13,-0.874,0,1,926,584,80,47,5.2784,1
a_00416,2025-11-26,Reuters,wire_service,j_03_008,Climate,Strategy/Game,0.152,-0.244,0,1,250,128,11,14,3.717,0
a_00417,2026-01-15,BuzzFeed News,digital_viral,j_15_001,Health,Responsibility,0.489,0.225,0,1,250,316,26,28,4.5417,0
a_00418,2025-08-22,Axios,digital_politics,j_10_017,Climate,Thematic,0.92,0.301,0,1,1029,311,37,41,4.7103,0
a_00419,2025-09-21,The Wall Street Journal,legacy_mainstream,j_02_024,Crime,Human Interest,0.616,0.294,0,1,951,325,28,21,4.5218,0
a_00420,2025-10-27,The Daily Beast,digital_politics,j_19_002,Elections,Episodic,0.13,0.021,0,1,1140,246,40,31,4.5619,0
a_00421,2026-01-08,NPR,public_media,j_05_005,Health,Thematic,0.139,-0.146,0,0,747,200,23,16,4.1717,0
a_00422,2025-11-29,The New York Times,legacy_mainstream,j_00_020,Immigration,Responsibility,0.302,-0.111,1,0,647,432,47,41,4.9443,0
a_00423,2025-12-11,New York Post,tabloid,j_18_027,Politics,Episodic,-0.078,0.121,0,0,574,317,33,29,4.6192,0
a_00424,2025-11-09,The New York Times,legacy_mainstream,j_00_004,Elections,Economic Consequences,-0.228,-0.221,1,1,932,817,121,113,5.7419,1
a_00425,2025-10-12,Vox,digital_explainer,j_11_008,Elections,Thematic,0.131,-0.408,0,1,769,580,80,62,5.3293,1
a_00426,2025-09-04,The Daily Beast,digital_politics,j_19_018,Education,Responsibility,0.242,0.116,0,1,947,340,49,20,4.6985,0
a_00427,2025-12-28,Vox,digital_explainer,j_11_008,Crime,Economic Consequences,-0.234,0.13,1,1,1153,1213,175,65,5.9399,1
a_00428,2025-12-18,Vox,digital_explainer,j_11_004,Economy,Conflict,0.184,0.095,0,1,986,463,61,34,5.0192,0
a_00429,2025-08-05,Fox News,cable_news,j_07_004,Foreign Policy,Strategy/Game,0.522,0.248,0,1,698,393,37,20,4.6884,0
a_00430,2025-12-02,The Wall Street Journal,legacy_mainstream,j_02_012,Education,Morality,0.063,-0.038,0,0,547,174,18,8,3.9052,0
a_00431,2025-08-15,Vox,digital_explainer,j_11_013,Economy,Human Interest,0.425,0.069,0,0,1178,298,35,8,4.3647,0
a_00432,2025-12-06,USA Today,legacy_mainstream,j_17_030,Crime,Morality,0.027,0.086,0,1,744,375,105,13,4.8916,0
a_00433,2025-12-21,The Washington Post,legacy_mainstream,j_01_018,Crime,Thematic,0.956,-0.068,0,1,678,532,45,107,5.2243,1
a_00434,2025-08-23,USA Today,legacy_mainstream,j_17_024,Foreign Policy,Morality,-0.161,-0.208,0,0,1067,381,45,20,4.7302,0
a_00435,2025-10-15,MSNBC,cable_news,j_08_018,Immigration,Conflict,-0.159,-0.194,0,1,495,476,67,92,5.2561,1
a_00436,2025-08-22,Axios,digital_politics,j_10_008,Immigration,Human Interest,0.032,-0.221,0,1,776,344,42,31,4.7433,0
a_00437,2025-11-07,Reuters,wire_service,j_03_013,Immigration,Economic Consequences,-0.19,0.159,0,1,390,188,37,14,4.2538,0
a_00438,2026-01-08,HuffPost,digital_viral,j_12_020,Economy,Strategy/Game,0.238,0.145,0,1,776,320,39,11,4.4894,0
a_00439,2025-08-14,Reuters,wire_service,j_03_004,Crime,Episodic,0.378,0.408,0,0,481,157,20,12,3.9576,0
a_00440,2025-10-08,NPR,public_media,j_05_030,Politics,Episodic,0.141,-0.023,0,1,1109,287,52,55,4.8276,0
a_00441,2026-01-16,The Daily Caller,partisan_right,j_14_013,Education,Strategy/Game,-0.153,0.204,0,1,484,683,174,111,5.7571,1
a_00442,2025-09-22,The Washington Post,legacy_mainstream,j_01_004,Crime,Episodic,0.53,-0.101,0,1,705,269,60,23,4.6681,0
a_00443,2025-08-23,MSNBC,cable_news,j_08_012,Crime,Morality,0.355,0.235,0,1,250,264,34,11,4.3535,0
a_00444,2025-10-24,Vox,digital_explainer,j_11_004,Economy,Strategy/Game,0.581,-0.467,0,1,1037,291,39,13,4.4729,0
a_00445,2025-10-27,The Wall Street Journal,legacy_mainstream,j_02_004,Economy,Conflict,0.346,0.185,0,1,722,173,24,8,3.9846,0
a_00446,2025-11-23,NPR,public_media,j_05_012,Climate,Responsibility,-0.289,0.153,1,0,762,883,126,124,5.8111,1
a_00447,2025-09-24,CNN,cable_news,j_06_007,Economy,Responsibility,-0.456,0.054,1,0,600,499,50,84,5.1754,1
a_00448,2026-01-13,Breitbart,partisan_right,j_13_016,Politics,Conflict,0.398,1.0,0,1,742,1124,211,92,6.0263,1
a_00449,2025-10-30,The Daily Beast,digital_politics,j_19_019,Education,Responsibility,-0.381,-0.383,0,1,343,492,72,31,5.0805,0
a_00450,2025-09-19,The Guardian,international,j_16_024,Crime,Strategy/Game,0.095,-0.547,0,0,668,347,46,56,4.8898,0
a_00451,2026-01-14,Reuters,wire_service,j_03_009,Crime,Human Interest,0.308,0.306,1,0,643,250,22,11,4.2004,0
a_00452,2026-01-07,The New York Times,legacy_mainstream,j_00_009,Crime,Responsibility,-0.233,-0.549,1,0,662,600,83,46,5.2986,1
a_00453,2025-10-26,The Washington Post,legacy_mainstream,j_01_005,Foreign Policy,Human Interest,0.524,-0.199,0,1,940,237,17,22,4.2303,0
a_00454,2025-08-05,Vox,digital_explainer,j_11_003,Health,Human Interest,-0.002,-0.266,0,1,879,656,72,32,5.2303,1
a_00455,2025-11-12,Reuters,wire_service,j_03_015,Education,Economic Consequences,-0.063,0.259,0,0,527,168,19,9,3.9242,0
a_00456,2025-11-05,AP News,wire_service,j_04_012,Elections,Human Interest,-0.26,0.154,1,0,515,466,70,24,4.9957,0
a_00457,2025-08-26,The Guardian,international,j_16_009,Immigration,Episodic,0.329,-0.186,1,1,853,817,213,123,5.9273,1
a_00458,2025-11-18,USA Today,legacy_mainstream,j_17_022,Crime,Thematic,0.249,-0.151,0,1,909,235,39,45,4.6043,0
a_00459,2025-12-24,The Guardian,international,j_16_013,Education,Strategy/Game,-0.106,0.004,0,1,571,316,71,25,4.8141,0
a_00460,2025-08-19,NPR,public_media,j_05_001,Crime,Responsibility,0.46,0.806,0,1,583,330,56,21,4.7322,0
a_00461,2025-12-04,HuffPost,digital_viral,j_12_003,Crime,Responsibility,-0.105,-0.027,0,1,250,213,43,12,4.3312,0
a_00462,2025-08-25,HuffPost,digital_viral,j_12_023,Technology,Morality,-0.541,-0.175,1,1,649,902,234,67,5.8846,1
a_00463,2025-12-08,Reuters,wire_service,j_03_021,Health,Morality,-0.186,-0.324,0,1,583,294,31,17,4.4613,0
a_00464,2025-10-12,Vox,digital_explainer,j_11_005,Politics,Responsibility,0.305,-0.409,0,0,847,257,26,18,4.3541,0
a_00465,2025-08-02,Axios,digital_politics,j_10_023,Crime,Episodic,0.399,-0.003,0,0,617,161,28,15,4.1085,0
a_00466,2026-01-15,Fox News,cable_news,j_07_026,Politics,Morality,0.565,0.216,0,1,483,278,38,17,4.4927,0
a_00467,2025-08-29,BuzzFeed News,digital_viral,j_15_018,Crime,Responsibility,0.024,-0.054,1,0,250,816,119,55,5.5941,1
a_00468,2025-11-12,Breitbart,partisan_right,j_13_004,Climate,Morality,0.322,1.0,0,0,407,305,38,21,4.5791,0
a_00469,2025-09-01,Axios,digital_politics,j_10_002,Elections,Human Interest,0.016,0.362,1,1,608,723,79,46,5.377,1
a_00470,2026-01-09,The Daily Caller,partisan_right,j_14_033,Politics,Human Interest,-0.233,0.51,0,1,964,669,160,40,5.5208,1
a_00471,2025-12-06,BuzzFeed News,digital_viral,j_15_009,Climate,Conflict,0.466,-0.352,0,1,498,281,26,31,4.5029,0
a_00472,2025-12-18,Vox,digital_explainer,j_11_011,Crime,Morality,0.43,0.084,0,1,834,216,37,7,4.1971,0
a_00473,2025-10-14,NPR,public_media,j_05_022,Politics,Strategy/Game,0.111,-0.212,0,1,749,318,52,52,4.8677,0
a_00474,2025-10-20,BuzzFeed News,digital_viral,j_15_004,Economy,Strategy/Game,0.263,-0.482,0,1,717,526,41,42,5.0071,0
a_00475,2025-11-18,The Daily Caller,partisan_right,j_14_015,Politics,Thematic,0.011,0.728,0,1,535,707,72,71,5.4237,1
a_00476,2025-12-14,The Daily Beast,digital_politics,j_19_018,Economy,Conflict,0.354,0.056,0,1,757,444,48,47,4.9908,0
a_00477,2025-12-25,The Wall Street Journal,legacy_mainstream,j_02_013,Economy,Episodic,0.026,-0.406,0,0,890,509,84,27,5.1164,1
a_00478,2025-08-04,MSNBC,cable_news,j_08_018,Crime,Episodic,0.009,-0.506,0,1,869,673,80,32,5.2743,1
a_00479,2025-11-23,New York Post,tabloid,j_18_015,Technology,Morality,0.072,0.172,0,0,563,317,42,14,4.551,0
a_00480,2025-08-19,Axios,digital_politics,j_10_011,Politics,Human Interest,-0.291,0.234,1,1,743,802,65,53,5.3989,1
a_00481,2025-09-19,New York Post,tabloid,j_18_030,Politics,Human Interest,-0.356,0.071,1,1,773,1150,351,121,6.2441,1
a_00482,2025-12-22,The New York Times,legacy_mainstream,j_00_014,Politics,Strategy/Game,0.228,-0.458,0,1,1365,385,53,21,4.7928,0
a_00483,2025-09-13,The New York Times,legacy_mainstream,j_00_015,Technology,Episodic,0.22,-0.068,0,0,487,142,23,14,3.9764,0
a_00484,2025-12-16,BuzzFeed News,digital_viral,j_15_009,Health,Strategy/Game,0.256,-0.167,0,0,378,107,12,2,3.3303,0
a_00485,2025-10-20,Fox News,cable_news,j_07_004,Technology,Responsibility,-0.259,0.486,1,1,457,1081,116,66,5.7629,1
a_00486,2025-09-10,Axios,digital_politics,j_10_010,Economy,Strategy/Game,0.079,-0.228,0,1,675,326,86,43,4.9916,0
a_00487,2025-09-27,MSNBC,cable_news,j_08_012,Politics,Conflict,0.641,-0.638,0,1,640,283,20,19,4.337,0
a_00488,2025-10-31,MSNBC,cable_news,j_08_017,Elections,Responsibility,-0.419,-0.111,0,1,415,562,84,28,5.1729,1
a_00489,2025-12-11,New York Post,tabloid,j_18_017,Politics,Conflict,0.589,0.263,1,0,903,581,51,31,5.0618,0
a_00490,2025-11-13,The Washington Post,legacy_mainstream,j_01_015,Politics,Thematic,-0.512,0.081,0,1,724,680,80,11,5.0771,0
a_00491,2026-01-09,BuzzFeed News,digital_viral,j_15_029,Politics,Thematic,-0.375,-0.183,0,0,644,389,42,17,4.6895,0
a_00492,2025-12-29,USA Today,legacy_mainstream,j_17_036,Elections,Responsibility,0.146,-0.249,0,1,1118,232,22,29,4.3464,0
a_00493,2025-12-09,Breitbart,partisan_right,j_13_009,Climate,Human Interest,0.601,0.99,0,1,665,812,111,45,5.5316,1
a_00494,2025-11-13,Fox News,cable_news,j_07_026,Climate,Strategy/Game,0.603,-0.031,1,0,474,442,24,26,4.6716,0
a_00495,2025-09-20,Reuters,wire_service,j_03_015,Elections,Strategy/Game,0.612,0.313,0,0,457,109,13,3,3.4192,0
a_00496,2025-10-11,Breitbart,partisan_right,j_13_011,Politics,Strategy/Game,0.407,0.98,0,0,679,419,55,14,4.7693,0
a_00497,2025-08-21,Politico,digital_politics,j_09_007,Elections,Responsibility,-0.259,0.265,0,1,664,396,33,53,4.8477,0
a_00498,2025-10-04,The Wall Street Journal,legacy_mainstream,j_02_019,Economy,Economic Consequences,0.147,0.028,0,0,917,183,42,19,4.335,0
a_00499,2026-01-08,Fox News,cable_news,j_07_025,Climate,Conflict,0.185,0.146,0,1,398,492,54,19,4.9016,0
a_00500,2025-10-13,The Daily Beast,digital_politics,j_19_011,Crime,Human Interest,-0.095,-0.253,1,1,746,621,77,34,5.2346,1
a_00501,2025-08-20,NPR,public_media,j_05_034,Crime,Responsibility,0.346,-0.524,1,0,671,727,80,53,5.4113,1
a_00502,2025-11-21,Reuters,wire_service,j_03_019,Elections,Morality,0.209,-0.24,0,0,734,70,9,3,3.0994,0
a_00503,2026-01-14,Breitbart,partisan_right,j_13_009,Politics,Responsibility,0.461,0.811,0,1,979,751,161,20,5.4466,1
a_00504,2025-12-29,Reuters,wire_service,j_03_016,Elections,Human Interest,-0.431,0.162,0,1,621,399,128,27,5.1201,1
a_00505,2025-09-17,New York Post,tabloid,j_18_016,Crime,Thematic,0.273,-0.062,0,1,269,228,40,23,4.4665,0
a_00506,2025-10-18,USA Today,legacy_mainstream,j_17_016,Immigration,Human Interest,-0.214,0.119,0,0,781,279,55,28,4.6985,0
a_00507,2025-10-31,The Daily Beast,digital_politics,j_19_002,Elections,Episodic,0.177,-0.086,0,0,765,200,49,23,4.4609,0
a_00508,2025-09-12,New York Post,tabloid,j_18_013,Politics,Morality,0.341,0.577,0,1,634,416,61,14,4.7963,0
a_00509,2025-09-16,AP News,wire_service,j_04_028,Elections,Morality,0.015,0.142,0,0,550,162,38,12,4.1589,0
a_00510,2025-09-10,AP News,wire_service,j_04_005,Climate,Responsibility,0.149,0.265,0,0,336,90,16,6,3.4946,0
a_00511,2026-01-20,CNN,cable_news,j_06_023,Immigration,Human Interest,-0.114,0.019,1,0,499,451,64,32,5.0085,0
a_00512,2025-12-08,Politico,digital_politics,j_09_012,Politics,Economic Consequences,-0.048,0.295,0,1,915,457,70,31,5.0354,0
a_00513,2025-12-24,USA Today,legacy_mainstream,j_17_030,Technology,Morality,-0.091,-0.372,0,1,805,354,25,19,4.5126,0
a_00514,2025-12-20,The Daily Caller,partisan_right,j_14_024,Immigration,Episodic,0.054,0.52,1,1,836,898,135,15,5.429,1
a_00515,2026-01-13,HuffPost,digital_viral,j_12_011,Crime,Economic Consequences,0.12,-0.21,0,1,782,568,45,75,5.1867,1
a_00516,2025-08-19,USA Today,legacy_mainstream,j_17_017,Politics,Morality,0.252,-0.111,0,1,1117,364,28,32,4.6594,0
a_00517,2025-12-31,HuffPost,digital_viral,j_12_007,Economy,Strategy/Game,0.167,-0.089,0,0,829,192,28,7,4.0574,0
a_00518,2025-08-12,Fox News,cable_news,j_07_013,Foreign Policy,Strategy/Game,0.167,0.509,0,0,838,264,24,25,4.4071,0
a_00519,2025-10-22,MSNBC,cable_news,j_08_015,Politics,Morality,0.727,-0.202,0,0,1008,154,21,9,3.9095,0
a_00520,2025-11-11,Axios,digital_politics,j_10_033,Immigration,Conflict,0.575,0.006,0,1,1083,258,37,16,4.4363,0
a_00521,2025-10-01,The Washington Post,legacy_mainstream,j_01_001,Elections,Conflict,0.435,-0.334,0,1,1101,392,57,20,4.8139,0
a_00522,2025-08-26,The Daily Caller,partisan_right,j_14_006,Politics,Morality,0.294,0.824,0,1,847,905,89,88,5.6522,1
a_00523,2025-09-03,Breitbart,partisan_right,j_13_028,Politics,Episodic,-0.108,0.737,0,0,683,576,107,29,5.2638,1
a_00524,2025-12-21,The Daily Caller,partisan_right,j_14_013,Immigration,Conflict,0.319,0.295,0,1,613,334,44,14,4.5907,0
a_00525,2025-09-25,Axios,digital_politics,j_10_015,Politics,Thematic,-0.046,0.002,0,1,789,372,59,49,4.9715,0
a_00526,2025-09-23,BuzzFeed News,digital_viral,j_15_002,Climate,Strategy/Game,-0.174,-0.486,0,1,742,433,39,29,4.8234,0
a_00527,2026-01-07,New York Post,tabloid,j_18_010,Immigration,Conflict,0.466,0.209,1,0,420,507,64,35,5.0843,0
a_00528,2025-08-25,Vox,digital_explainer,j_11_032,Climate,Human Interest,-0.202,-0.3,0,0,916,189,38,20,4.3315,0
a_00529,2026-01-06,MSNBC,cable_news,j_08_002,Health,Economic Consequences,-0.057,-0.444,0,0,250,255,48,14,4.4817,0
a_00530,2026-01-07,The Wall Street Journal,legacy_mainstream,j_02_015,Immigration,Thematic,-0.121,0.596,0,1,1190,844,86,50,5.4958,1
a_00531,2025-11-12,BuzzFeed News,digital_viral,j_15_024,Climate,Responsibility,0.988,-0.339,0,0,590,141,16,12,3.8409,0
a_00532,2025-08-29,New York Post,tabloid,j_18_002,Economy,Human Interest,-0.299,0.377,1,1,632,1535,147,53,5.9654,1
a_00533,2025-08-27,Breitbart,partisan_right,j_13_018,Climate,Human Interest,-0.671,1.0,0,1,932,682,73,57,5.3666,1
a_00534,2025-09-19,USA Today,legacy_mainstream,j_17_008,Elections,Responsibility,-0.18,0.219,0,1,984,308,26,16,4.4221,0
a_00535,2025-11-08,USA Today,legacy_mainstream,j_17_025,Immigration,Conflict,0.578,-0.058,1,1,1140,453,58,52,5.0764,0
a_00536,2025-08-27,BuzzFeed News,digital_viral,j_15_015,Technology,Human Interest,0.251,-0.334,0,1,256,567,96,55,5.3485,1
a_00537,2025-10-18,Axios,digital_politics,j_10_031,Health,Economic Consequences,-0.155,-0.291,0,1,1132,319,33,29,4.6223,0
a_00538,2025-08-20,The Washington Post,legacy_mainstream,j_01_005,Politics,Responsibility,0.584,-0.253,0,1,1176,398,52,13,4.7134,0
a_00539,2025-11-02,The New York Times,legacy_mainstream,j_00_016,Economy,Strategy/Game,0.472,-0.422,0,0,918,486,61,34,5.0433,0
a_00540,2025-08-04,AP News,wire_service,j_04_020,Politics,Morality,0.193,-0.18,0,1,1007,163,32,7,4.0148,0
a_00541,2025-12-01,MSNBC,cable_news,j_08_009,Elections,Economic Consequences,0.172,-0.382,0,0,440,244,27,18,4.3392,0
a_00542,2025-08-10,The Daily Caller,partisan_right,j_14_009,Economy,Human Interest,0.054,0.524,0,1,568,672,74,16,5.1178,1
a_00543,2025-09-03,Politico,digital_politics,j_09_001,Foreign Policy,Episodic,0.513,0.171,0,1,1110,161,16,6,3.7829,0
a_00544,2025-08-31,The New York Times,legacy_mainstream,j_00_023,Politics,Economic Consequences,0.269,-0.559,0,0,644,327,30,44,4.688,0
a_00545,2025-12-22,AP News,wire_service,j_04_019,Health,Economic Consequences,-0.153,-0.171,0,0,701,275,45,25,4.6104,0
a_00546,2025-08-10,The Daily Beast,digital_politics,j_19_011,Crime,Conflict,0.598,-0.24,0,1,696,364,47,23,4.7469,0
a_00547,2025-10-14,The Daily Beast,digital_politics,j_19_018,Health,Episodic,0.694,-0.249,0,1,1054,268,37,13,4.4164,0
a_00548,2025-11-11,Fox News,cable_news,j_07_021,Foreign Policy,Conflict,0.575,0.809,0,0,415,384,81,17,4.8767,0
a_00549,2025-10-29,The Guardian,international,j_16_009,Elections,Responsibility,0.461,-0.242,1,1,1200,679,146,56,5.5668,1
a_00550,2025-11-26,The Daily Caller,partisan_right,j_14_009,Foreign Policy,Thematic,0.262,0.147,0,1,619,475,36,30,4.8528,0
a_00551,2025-12-17,New York Post,tabloid,j_18_011,Politics,Strategy/Game,0.382,0.305,0,1,570,330,56,53,4.9118,0
a_00552,2025-10-08,USA Today,legacy_mainstream,j_17_005,Education,Morality,0.083,0.086,0,1,560,427,63,29,4.9575,0
a_00553,2025-12-22,HuffPost,digital_viral,j_12_014,Politics,Economic Consequences,0.419,-0.231,0,1,484,489,56,37,5.0376,0
a_00554,2025-09-25,Fox News,cable_news,j_07_030,Elections,Conflict,0.766,0.047,0,1,723,316,48,12,4.56,0
a_00555,2026-01-18,HuffPost,digital_viral,j_12_006,Technology,Economic Consequences,-0.071,0.24,1,1,280,597,44,37,5.0663,0
a_00556,2025-10-27,CNN,cable_news,j_06_024,Health,Thematic,-0.258,-0.367,0,0,683,279,63,23,4.7007,0
a_00557,2025-12-06,CNN,cable_news,j_06_003,Politics,Economic Consequences,0.266,0.065,0,1,581,297,48,18,4.605,0
a_00558,2025-12-30,HuffPost,digital_viral,j_12_021,Politics,Conflict,0.33,-0.15,1,1,462,558,56,33,5.0813,0
a_00559,2025-12-16,Vox,digital_explainer,j_11_018,Economy,Episodic,0.058,-0.1,0,0,805,123,14,11,3.7195,0
a_00560,2025-12-26,Vox,digital_explainer,j_11_030,Elections,Morality,1.0,0.177,1,1,1011,434,32,69,4.9363,0
a_00561,2025-11-01,Fox News,cable_news,j_07_012,Foreign Policy,Human Interest,-0.362,0.49,0,1,650,1199,145,96,5.9551,1
a_00562,2025-08-08,MSNBC,cable_news,j_08_007,Elections,Strategy/Game,0.688,-0.44,0,1,656,373,43,49,4.8798,0
a_00563,2025-10-25,The New York Times,legacy_mainstream,j_00_005,Politics,Responsibility,-0.159,0.026,1,1,1105,669,57,68,5.3186,1
a_00564,2025-09-01,HuffPost,digital_viral,j_12_002,Climate,Thematic,-0.011,-0.358,0,1,825,371,66,47,4.9951,0
a_00565,2026-01-01,Vox,digital_explainer,j_11_003,Economy,Morality,0.971,-0.209,0,0,844,171,36,9,4.1175,0
a_00566,2025-09-10,New York Post,tabloid,j_18_002,Technology,Strategy/Game,-0.189,-0.123,0,1,262,400,54,27,4.8656,0
a_00567,2025-09-09,Axios,digital_politics,j_10_016,Health,Thematic,-0.267,-0.208,0,0,714,322,39,22,4.6226,0
a_00568,2025-09-13,Politico,digital_politics,j_09_002,Health,Morality,0.145,0.063,0,1,785,386,61,38,4.9501,0
a_00569,2025-11-20,The Washington Post,legacy_mainstream,j_01_002,Climate,Human Interest,-0.304,-0.058,0,0,667,415,56,46,4.9983,0
a_00570,2025-11-07,Reuters,wire_service,j_03_024,Economy,Thematic,0.265,-0.426,0,1,490,133,12,11,3.7154,0
a_00571,2026-01-12,CNN,cable_news,j_06_020,Crime,Economic Consequences,0.19,0.024,0,1,321,285,31,33,4.573,0
a_00572,2025-10-12,Fox News,cable_news,j_07_014,Immigration,Conflict,0.646,0.145,0,1,563,280,34,16,4.4524,0
a_00573,2025-09-18,Fox News,cable_news,j_07_010,Politics,Responsibility,-0.199,0.67,0,1,563,657,97,76,5.4889,1
a_00574,2025-08-09,Fox News,cable_news,j_07_023,Elections,Thematic,-0.392,0.262,0,0,777,705,96,87,5.5477,1
a_00575,2025-08-02,BuzzFeed News,digital_viral,j_15_015,Technology,Conflict,0.181,-0.331,0,0,250,406,59,42,4.9849,0
a_00576,2025-10-04,The Wall Street Journal,legacy_mainstream,j_02_014,Foreign Policy,Episodic,-0.221,0.219,0,1,696,725,58,58,5.3325,1
a_00577,2026-01-08,CNN,cable_news,j_06_028,Immigration,Episodic,0.655,-0.329,0,0,540,258,44,27,4.5869,0
a_00578,2025-10-30,Reuters,wire_service,j_03_012,Education,Thematic,-0.609,0.317,0,0,518,220,30,10,4.2089,0
a_00579,2026-01-02,CNN,cable_news,j_06_012,Education,Morality,-0.261,-0.1,0,1,250,322,106,26,4.9498,0
a_00580,2025-08-18,Breitbart,partisan_right,j_13_009,Foreign Policy,Human Interest,0.224,0.612,0,1,611,330,39,28,4.6812,0
a_00581,2025-08-17,The New York Times,legacy_mainstream,j_00_003,Climate,Responsibility,-0.076,-0.102,0,1,858,695,105,27,5.3381,1
a_00582,2025-12-23,CNN,cable_news,j_06_020,Economy,Economic Consequences,-0.456,-0.351,1,1,529,869,317,82,5.9966,1
a_00583,2025-08-19,The New York Times,legacy_mainstream,j_00_010,Politics,Episodic,0.712,-0.572,1,0,1007,646,94,26,5.2615,1
a_00584,2025-08-09,The Daily Beast,digital_politics,j_19_004,Climate,Strategy/Game,-0.1,-0.098,0,1,681,498,66,30,5.0545,0
a_00585,2025-10-09,The Daily Caller,partisan_right,j_14_009,Politics,Morality,0.091,0.275,1,1,986,595,57,45,5.179,1
a_00586,2026-01-07,AP News,wire_service,j_04_030,Economy,Responsibility,-0.013,-0.275,1,1,738,305,70,16,4.7072,0
a_00587,2025-11-28,Reuters,wire_service,j_03_011,Politics,Strategy/Game,0.513,0.209,0,0,605,199,18,15,4.087,0
a_00588,2025-08-18,The Washington Post,legacy_mainstream,j_01_027,Technology,Responsibility,0.139,-0.019,0,1,797,319,50,24,4.7075,0
a_00589,2025-12-23,Politico,digital_politics,j_09_027,Politics,Episodic,-0.048,-0.263,0,0,872,232,27,11,4.2222,0
a_00590,2025-12-24,BuzzFeed News,digital_viral,j_15_003,Climate,Thematic,-0.148,-0.205,0,1,849,405,51,40,4.9313,0
a_00591,2025-12-17,Vox,digital_explainer,j_11_029,Foreign Policy,Thematic,0.032,-0.476,0,1,892,617,51,31,5.0918,0
a_00592,2026-01-04,USA Today,legacy_mainstream,j_17_007,Foreign Policy,Responsibility,0.475,0.394,0,0,1118,399,86,93,5.2442,1
a_00593,2025-09-11,CNN,cable_news,j_06_008,Health,Strategy/Game,-0.15,0.127,0,0,558,176,22,12,4.0417,0
a_00594,2026-01-17,NPR,public_media,j_05_018,Technology,Human Interest,0.355,-0.305,1,0,968,750,66,31,5.2653,1
a_00595,2025-09-25,Politico,digital_politics,j_09_029,Climate,Conflict,0.122,0.194,0,1,1032,465,98,21,5.0688,0
a_00596,2025-12-17,AP News,wire_service,j_04_006,Technology,Morality,0.047,-0.339,0,0,585,166,19,22,4.0848,0
a_00597,2025-11-09,The Daily Beast,digital_politics,j_19_023,Immigration,Episodic,-0.148,-0.368,0,1,703,337,51,20,4.7058,0
a_00598,2025-12-13,Reuters,wire_service,j_03_007,Economy,Economic Consequences,-0.289,0.026,0,1,741,349,63,13,4.7044,0
a_00599,2025-11-17,Politico,digital_politics,j_09_013,Elections,Responsibility,-0.062,0.163,1,0,768,547,87,62,5.325,1
a_00600,2025-11-20,Axios,digital_politics,j_10_014,Politics,Economic Consequences,-0.241,0.026,1,0,1152,297,19,18,4.3362,0
a_00601,2025-11-15,The Washington Post,legacy_mainstream,j_01_016,Foreign Policy,Morality,0.176,-0.088,0,1,994,344,59,35,4.8668,0
a_00602,2025-12-13,Politico,digital_politics,j_09_012,Climate,Economic Consequences,-0.244,0.07,0,1,727,1139,149,135,6.0051,1
a_00603,2025-12-06,Politico,digital_politics,j_09_006,Economy,Strategy/Game,0.459,0.009,0,1,667,242,29,21,4.3851,0
a_00604,2025-08-24,NPR,public_media,j_05_016,Education,Episodic,-0.235,-0.274,0,1,482,262,34,64,4.6876,0
a_00605,2025-12-21,The Wall Street Journal,legacy_mainstream,j_02_021,Politics,Episodic,-0.168,0.093,1,1,1080,568,44,18,4.9028,0
a_00606,2025-11-01,The New York Times,legacy_mainstream,j_00_020,Education,Strategy/Game,-0.018,-0.192,0,1,632,781,113,39,5.4896,1
a_00607,2025-09-25,The New York Times,legacy_mainstream,j_00_003,Climate,Economic Consequences,0.348,-0.147,0,0,1128,355,30,23,4.6033,0
a_00608,2025-10-28,Politico,digital_politics,j_09_016,Politics,Responsibility,0.264,0.1,0,0,617,312,38,72,4.8303,0
a_00609,2026-01-15,The Washington Post,legacy_mainstream,j_01_007,Politics,Conflict,0.42,-0.445,0,0,1003,324,46,59,4.8658,0
a_00610,2025-12-27,The Daily Beast,digital_politics,j_19_003,Education,Human Interest,-0.58,-0.45,0,0,857,885,174,125,5.9101,1
